Date,Bag,Shots Left (est),Grinder Setting,Grind Adjusted,Grind Time,Initial Output (g),Total Output (g),Dose (g),Time Adj (sec),Top-Up Grind (g),Over Grind Removed (g),Bean Delta,Grind Waste (g),Beans Added (g),Dose Correction Type,Correction Amount (g),Output Delta (g),Temp,Pour Delay,Pour Time (sec),Scale Time,Yield (g),Ratio,Finished Shot,Rating,Preference Rating,Rating Difference,Average Rating and Preference Rating weighted to Preference,Rated,For Others,Reference Shot,Signature Shot,Drink Type,Shot Status,Shot Classification,Fault Status,Reference Shot Type,Expression Style,Daily Driver Count,Include in Analysis,Notes,Rating ( Valid Only ),Fault Notes,Bag Opened Date,Hopper Phase,Hopper Fullness,Hopper %,Hopper Range,Hopper Range Link,Hopper Link,Taste Zone,Zone,Zone Score,Taste Score,Agreement %,Flow Score,Model Flag,Time Gap (sec),Scale Zone,Flow Diagnostic,Pour Delay Window,Scale Time Window,Scale Offset,Drift Delta (sec),Shot Drift Status,Shot Quality Score,Shot Tier,Perfect Range Flag,Drift Warning,Hopper Zone,Hopper Drift Link,Hopper Impact Score,Hopper Correction Rule,Action Suggestion,Scale Calibration Reminder,Bag Calibration Reminder,Calculation,Baseline Unaided Output (g),Baseline Output Delta (g),Actual Dose Error (g),Hopper Threshold Flag,Hopper Behaviour,Hopper Severity,Top-Up Gap (g),Top-Up Recommendation,Grinder Initial Output for Charts (16-19g)
2026-05-14 4:10am,3,,2.50,,8.1,18.2,18.2,18.0,,,0.2,-19.3,1.1,,Over → Trim,0.2,0,94,6,22,,32.0,1.78,,6.50,5.50,1.00,5.90,checked,,,,,Good,,Good,,,0,1,"Very similar to last shot. Sipped a few times and dumped it, decided it needed a tighter grind.",6.50,Set grinder to 2.5. ground for 4 seconds and purged 1.1 grams,2026-05-10,Phase 1,33.70%,14.60%,30–50%,15–30%,"""MH Bag 3 May 10, 2026
""",Outside,Outside,1,1,100.0%,,Match,,,,6 / 7.8 / 10,22 / 25.9 / 30,,,,,,,,Mid,,,Review manually,Review manually,,,Outside,17.7,0.2,0.0,Normal,30–50% → Stable,Stable,-0.2,,2.2
2026-05-14 4:30am,3,,2.33,checked,8.1,17.1,18.2,18.0,0.4,1.1,0.2,-18.2,,,Under → Top-Up,1.1,-1,94,6,27,,33.3,1.85,checked,7.00,6.00,1.00,6.40,checked,,,,,Good,,Good,,,0,1,,7.00,,2026-05-10,Phase 1,27.27%,14.60%,15–30%,15–30%,"""MH Bag 3 May 10, 2026
""",Center,Review,0,3,0.0%,,Mismatch,,,,6 / 7.8 / 10,22 / 25.9 / 30,,,,,,,,Low,,,Review manually,Review manually,,,Outside,17.7,-0.9,0.0,Moderate Drop,15–30% → Drop,Moderate,0.9,Consider 0.3 sec top-up,1.1
2026-05-14 12:00pm,3,,2.10,checked,8.1,16.5,18.3,18.0,0.6,1.8,0.3,-19.8,1.5,,Under → Top-Up,1.8,-2,94,8,29,24,33.1,1.84,checked,9.50,10.00,-0.50,9.80,checked,,checked,,,Dialed In,,"Good,Purge",Daily Driver,Balanced Comfort,1,1,"Rich, creamy full-bodied espresso with strong caramel and chocolate presence. Excellent saturation and structure with slight tannin buildup that clears cleanly between sips. Highly satisfying extraction.",9.50,Grind tightened to 2.10 to compensate for accelerated flow. Purged retained grounds after adjustment before pulling shot. Extraction stabilized with strong puck resistance and excellent body development.,2026-05-10,Phase 1,21.20%,14.60%,15–30%,0–15%,"""MH Bag 3 May 10, 2026
""",Center,Center,3,3,100.0%,81%,Match,5,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,-2,-2,Watch,91.8%,Great,Target,Stable,Low,,1,Low hopper but stable — no change,Review manually,,,Outside,17.9,-1.5,0.0,Severe Drop,15–30% → Drop,Severe,1.5,Consider 0.3 sec top-up,0.5
2026-05-14 7:00pm,3,,2.10,,,,,,,,,300.0,,300.0,None,,,,,,,,,,,,,,,,,,,Hopper Refill,,Hopper Refill,,,0,,,,,2026-05-10,Phase 2,100.00%,2.77%,75–100%,75–100%,"""MH Bag 3 May 14, 2026""",,Outside,1,,67.0%,,,,,,6 / 7.8 / 10,22 / 25.9 / 30,,,,,,,,High,,,No hopper correction,Review manually,,,Outside,18.0,,,,,,,,
2026-05-14 7:30pm,3,,2.10,,8.1,16.0,18.0,18.0,0.6,2.0,,-18.0,,,Under → Top-Up,2.0,-2,94,9,30,25,32.5,1.81,checked,9.50,9.00,0.50,9.20,checked,,,,,Dialed In,,Good,,,0,1,Very similar to previous shot with slightly stronger concentration and fuller body. Rich chocolate and caramel profile with lingering tannins that clear well. Excellent repeatability and structure.,9.50,Repeatability confirmation shot after stabilization. Mechanically stable extraction with strong resistance and consistent flow behavior.,2026-05-10,Phase 2,100.00%,2.77%,75–100%,75–100%,"""MH Bag 3 May 14, 2026""",Center,Center,3,3,100.0%,91%,Match,5,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,-1,-1,Stable,94.8%,Elite,Target,Stable,High,,0,No hopper correction,No change,Update Bag Scale Range,,Outside,18.0,-2.0,0.0,Severe Drop,75–100% → Drop,Severe,2.0,Consider 0.3 sec top-up,0.0
2026-05-15 4:45am,3,,2.10,,8.1,17.1,18.5,18.0,0.5,1.4,0.5,-18.5,,,Under → Top-Up,1.4,-1,94,8,31,25,32.9,1.83,checked,7.00,7.00,0.00,7.00,checked,,,,,Dialed In,Balanced,Good,,,0,1,"Balanced espresso with integrated chocolate and caramel sweetness supported by pleasant acidity that adds contrast and keeps the shot lively. Full-bodied and structurally coherent without becoming overly heavy or hollow. Smooth, satisfying daily-driver style espresso with good overall harmony.",7.00,,2026-05-10,Phase 2,94.00%,2.77%,75–100%,75–100%,"""MH Bag 3 May 14, 2026""",Edge,Center,3,2,67.0%,91%,Mismatch,6,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,-1,-1,Stable,75.7%,Good,,Watch,High,,0,No hopper correction,No change,,,Outside,18.0,-0.9,0.0,Moderate Drop,75–100% → Drop,Moderate,0.9,Consider 0.3 sec top-up,1.1
2026-05-15 2:00pm,3,,2.10,,8.1,16.7,18.5,18.0,0.7,1.8,0.5,-18.5,,,Under → Top-Up,1.8,-1,94,10,33,27,32.6,1.81,checked,9.00,9.25,-0.25,9.15,checked,,,,Affogato,Good,,Good,,,0,1,"Exceptional affogato experience with rich chocolate and caramel espresso integrating beautifully into partially melted French vanilla ice cream. Creamy, smooth, and highly immersive with excellent balance between sweetness, body, and espresso intensity. One of the most enjoyable dessert-style coffee experiences so far.",9.00,,2026-05-10,Phase 2,87.83%,2.77%,75–100%,75–100%,"""MH Bag 3 May 14, 2026""",Edge,Center,3,2,67.0%,89%,Mismatch,6,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,1,1,Watch,85.1%,Great,Target,Stable,High,,0,No hopper correction,Review manually,,,Outside,18.0,-1.3,0.0,Severe Drop,75–100% → Drop,Severe,1.3,Consider 0.3 sec top-up,0.7
2026-05-16 3:50am,3,,2.10,,8.1,16.9,18.2,18.0,0.4,1.3,0.2,-18.2,,,Under → Top-Up,1.3,-1,94,13,38,29,33.3,1.85,checked,7.00,7.00,0.00,7.00,checked,,,,,Good,Boring,Good,,,0,1,"Heavy, saturated extraction with dominant chocolate character but reduced articulation and liveliness. Technically competent and smooth without sourness, though overall expression feels compressed and emotionally flat. Richness increased at the expense of clarity and dynamic movement.",7.00,,2026-05-10,Phase 2,81.67%,2.77%,75–100%,75–100%,"""MH Bag 3 May 14, 2026""",Edge,Center,3,2,67.0%,69%,Mismatch,9,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,3,3,Adjust — Grind coarser,69.1%,Edge,,Drifting,High,Check Other Factors,1,No hopper correction,Grind coarser,,,Sweet Zone,18.0,-1.1,0.0,Severe Drop,75–100% → Drop,Severe,1.1,Consider 0.3 sec top-up,0.9
2026-05-16 10:30am,3,,2.20,checked,8.1,16.7,18.2,18.0,0.4,1.5,0.2,-19.7,1.5,,Under → Top-Up,1.5,-1,94,8,31,26,33.0,1.83,,3.00,3.00,0.00,3.00,checked,,,,,Good,Hollow,Good,,,0,1,"Initially chocolate-forward while hot, though cooling revealed pronounced sour underdevelopment that lingered unpleasantly before slowly clearing. Structurally incomplete and ultimately not enjoyable to finish.",3.00,,2026-05-10,Phase 2,75.60%,2.77%,75–100%,50–75%,"""MH Bag 3 May 14, 2026""",Outside,Outside,1,1,100.0%,99%,Match,5,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,0,0,Stable,64.7%,Outside,,Drifting,High,Check Other Factors,0,No hopper correction,No change,,,Outside,18.0,-1.3,0.0,Severe Drop,75–100% → Drop,Severe,1.3,Consider 0.3 sec top-up,0.7
2026-05-17 5:10am,3,,2.20,,8.1,17.6,18.2,18.0,0.2,0.6,0.2,-18.2,,,Under → Top-Up,0.6,-0,94,9,33,28,34.4,1.91,checked,9.75,9.00,0.75,9.30,checked,,checked,,,Dialed In,"Balanced,Caramel Rich",Good,Daily Driver,Caramel Leaning,1,1,"Initially presented as heavily caramel-forward and somewhat overwhelming while hot, though the shot continuously improved as it cooled, revealing exceptional balance, sweetness integration, and comforting drinkability. Rich chocolate and caramel structure with very low acidity, evolving into an emotionally satisfying and highly repeatable daily-driver style espresso. Exceptional comfort-oriented reference profile with outstanding affogato potential.",9.75,,2026-05-10,Phase 2,69.03%,2.77%,50–75%,50–75%,"""MH Bag 3 May 14, 2026""",Edge,Center,3,2,67.0%,79%,Mismatch,5,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,2,2,Adjust — Grind coarser,85.9%,Great,Target,Watch,Mid-High,,1,No hopper correction,Grind coarser,,,Outside,18.0,-0.4,0.0,Normal,50–75% → Stable,Stable,0.4,Consider 0.2 sec top-up,1.6
2026-05-17 1:30pm,3,,2.20,,8.1,16.8,18.3,18.0,0.5,1.5,0.3,-18.3,,,Under → Top-Up,1.5,-1,94,9,32,27,32.9,1.83,,3.00,3.00,0.00,3.00,checked,,,,,Good,"Hollow,Caramel Rich",Good,,,0,1,,3.00,,2026-05-10,Phase 2,62.97%,2.77%,50–75%,50–75%,"""MH Bag 3 May 14, 2026""",Outside,Outside,1,1,100.0%,89%,Match,5,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,1,1,Watch,61.7%,Outside,,Drifting,Mid-High,Check Other Factors,0,No hopper correction,Review manually,,,Outside,18.0,-1.2,0.0,Severe Drop,50–75% → Drop,Severe,1.2,Consider 0.3 sec top-up,0.8
2026-05-18 2:50am,3,,2.20,,8.1,17.1,18.5,18.0,0.5,1.4,0.5,-18.5,,,Under → Top-Up,1.4,-1,94,7,28,26,33.9,1.88,checked,10.00,8.50,1.50,9.10,checked,,checked,,,Dialed In,"Chocolate Forward,Intense",Good,Boundary Shot,Bittersweet,0,1,Highly expressive bittersweet espresso dominated by intense dark chocolate and high-cacao structure reminiscent of premium 90% cacao chocolate. Initially perceived almost as burnt before revealing elegant bittersweet cocoa complexity and structured dark chocolate expression. Exceptional and memorable coffee experience that pushed beyond personal comfort preference while remaining deeply impressive and highly drinkable.,10.00,,2026-05-10,Phase 2,56.87%,2.77%,50–75%,50–75%,"""MH Bag 3 May 14, 2026""",Outside,Center,3,1,33.0%,99%,Mismatch,2,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,0,0,Stable,86.3%,Great,Target,Stable,Mid-High,,0,No hopper correction,No change,Update Bag Scale Range,,Outside,18.0,-0.9,0.0,Moderate Drop,50–75% → Drop,Moderate,0.9,Consider 0.3 sec top-up,1.1
2026-05-18 1:00pm,3,,2.20,,8.1,16.7,34.1,18.0,8.1,17.4,16.1,-34.1,,,Under → Top-Up,17.4,-1,94,8,,22,34.8,1.93,checked,9.50,7.50,2.00,8.30,checked,,checked,,,Dialed In,Chocolate Forward,Good,Boundary Shot,Bittersweet,0,1,"Highly expressive dark chocolate-forward espresso with strong bittersweet cacao structure and elevated tannic intensity. Cooling revealed persistent but mostly clearing bittersweet tannin and slight sour-leaning cacao sharpness concentrated toward the rear palate. Structurally clean and impressive despite pushing near the upper edge of enjoyable intensity, showcasing powerful high-cacao espresso expression without collapsing into unpleasant harshness.",9.50,"I accidentally forgot to switch to single shot mode on grinder so when I initiated another grind it did a full 8.1 second grind, hence the large top-up and grind removal",2026-05-10,Phase 2,50.70%,2.77%,50–75%,30–50%,"""MH Bag 3 May 14, 2026""",Edge,Center,3,2,67.0%,61%,Mismatch,,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,-4,-4,Adjust — Grind finer,79.2%,Good,,Drifting,Mid-High,Check Other Factors,2,No hopper correction,Grind finer,,,Outside,17.9,-1.3,0.0,Severe Drop,50–75% → Drop,Severe,1.3,Consider 0.3 sec top-up,0.7
2026-05-18 2:30pm,3,,2.20,,8.1,17.1,18.4,17.0,0.5,1.3,1.4,-18.4,,,Under → Top-Up,1.3,-1,94,7,28,25,34.4,2.02,checked,5.50,5.50,0.00,5.50,checked,,,,Affogato,Good,"Hollow,Caramel Rich",Good,,,0,1,"Accidental spill during funnel removal likely reduced effective basket dose and opened extraction substantially, producing a thinner and slightly sour-leaning version of the coffee’s typical bittersweet chocolate profile. Affogato presentation remained acceptable but lacked the richer saturation and structured cacao intensity seen in stronger extractions. Clear demonstration of this coffee’s sensitivity to puck density and extraction balan",5.50,,2026-05-10,Phase 2,39.33%,2.77%,30–50%,30–50%,"""MH Bag 3 May 14, 2026""",Outside,Outside,1,1,100.0%,91%,Match,3,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,-1,-1,Stable,74.8%,Edge,,Drifting,Mid,Check Other Factors,1,Review manually,No change,,,Outside,17.9,-0.9,-1.0,Moderate Drop,30–50% → Drop,Moderate,0.9,Consider 0.3 sec top-up,1.1
2026-05-19 3:15am,3,,2.20,,8.1,16.8,18.1,18.0,0.5,1.3,0.1,-18.1,,,Under → Top-Up,1.3,-1,94,8,30,26,33.9,1.88,checked,9.25,9.25,0.00,9.25,checked,,checked,,,Dialed In,"Balanced,Chocolate Forward",Good,Daily Driver,Balanced,1,1,"Balanced and highly integrated espresso with even caramel and chocolate presence supported by clean, pleasant acidity on intake that cleared smoothly without lingering sourness. Became increasingly enjoyable as it cooled, revealing improved harmony, drinkability, and overall coherence with each sip. Structurally complete and comfortably expressive without pushing into overpowering bittersweet intensity, delivering a sustainable and highly satisfying daily-driver style profile with strong long-term drinkability.",9.25,,2026-05-10,Phase 2,33.20%,2.77%,30–50%,30–50%,"""MH Bag 3 May 14, 2026""",Center,Center,3,3,100.0%,99%,Match,4,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,0,0,Stable,96.0%,Elite,Target,Stable,Mid,,0,Low hopper but stable — no change,No change,Update Bag Scale Range,,Outside,17.9,-1.2,0.0,Severe Drop,30–50% → Drop,Severe,1.2,Consider 0.3 sec top-up,0.8
2026-05-19 1:45pm,3,,2.20,,8.1,17.3,18.5,18.0,0.4,1.2,0.5,-18.5,,,Under → Top-Up,1.2,-1,94,8,28,25,34.7,1.93,checked,10.00,10.00,0.00,10.00,checked,,checked,,,Dialed In,"Chocolate Forward,Integrated",Good,Daily Driver,Bittersweet,1,1,"Exceptionally expressive espresso dominated by intense dark chocolate and integrated bittersweet cacao structure reminiscent of premium high-cacao chocolate. Presented an almost burnt-like dark cocoa edge similar to very dark chocolate bars, supported by stronger but clean-clearing acidity that enhanced the structure without becoming sour or harsh. Powerful, emotionally engaging, and highly drinkable with outstanding balance between intensity, bitterness, acidity, and saturation, creating a quintessential daily-driver espresso experience.",10.00,,2026-05-10,Phase 2,27.17%,2.77%,15–30%,30–50%,"""MH Bag 3 May 14, 2026""",Center,Center,3,3,100.0%,91%,Match,3,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,-1,-1,Stable,97.3%,Elite,Target,Stable,Low,,1,Low hopper but stable — no change,No change,Update Bag Scale Range,,Outside,17.9,-0.7,0.0,Moderate Drop,15–30% → Drop,Moderate,0.7,Consider 0.3 sec top-up,1.3
2026-05-20 2:40am,3,,2.20,,8.1,16.6,18.5,18.0,0.6,1.9,0.5,-18.5,,,Under → Top-Up,1.9,-1,94,8,30,24,34.4,1.91,checked,7.50,7.00,0.50,7.20,checked,,,,,Good,"Balanced,Boring",Good,,,0,1,,7.50,,2026-05-10,Phase 2,21.00%,2.77%,15–30%,30–50%,"""MH Bag 3 May 14, 2026""",Outside,Center,3,1,33.0%,81%,Mismatch,6,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,-2,-2,Watch,68.4%,Edge,,Drifting,Low,Likely Hopper Effect,2,Correct — add +0.1 to +0.2 sec or refill hopper,Review manually,,,Outside,17.9,-1.4,0.0,Severe Drop,15–30% → Drop,Severe,1.4,Consider 0.3 sec top-up,0.6
2026-05-20 11:35am,3,,2.20,,8.1,17.5,18.1,18.0,0.2,0.6,0.1,-18.1,,,Under → Top-Up,0.6,-1,94,11,33,26,34.5,1.92,,,,,,,checked,,,,Good,"Balanced,Boring",Good,Guest Worthy,Balanced,0,1,"Coffee made for Lori, my wife, it tasted lifeless, boring you could say however she enjoyed it so that it all that matters",,,2026-05-10,Phase 2,14.83%,2.77%,0–15%,15–30%,"""MH Bag 3 May 14, 2026""",Outside,Outside,1,1,100.0%,99%,Match,7,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,0,0,Stable,,,,,Very Low,,0,Review manually,No change,,,Outside,17.7,-0.5,0.0,Moderate Drop,0–15% → Drop,Moderate,0.5,Consider 0.2 sec top-up,1.5
2026-05-20 11:45am,3,,2.20,,8.1,16.7,18.1,18.0,0.5,1.4,0.1,-18.1,,,Under → Top-Up,1.4,-1,94,5,28,26,34.9,1.94,checked,8.00,7.00,1.00,7.40,checked,,,,,Good,"Caramel Rich,Intense",Good,,,0,1,,8.00,,2026-05-10,Phase 2,8.80%,2.77%,0–15%,15–30%,"""MH Bag 3 May 14, 2026""",Edge,Center,3,2,67.0%,99%,Mismatch,2,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,0,0,Stable,83.1%,Good,,Watch,Very Low,,0,"Watch — if grinder output drops, add +0.1 sec",No change,,,Outside,17.7,-1.3,0.0,Severe Drop,0–15% → Drop,Severe,1.3,Consider 0.3 sec top-up,0.7
2026-05-21 3:45am,3,,,,,,,,,,,300.0,,300.0,None,,,,,,,,,,,,,,,,,,,Hopper Refill,,Hopper Refill,,,0,,,,,2026-05-10,Phase 3,100.00%,3.83%,75–100%,75–100%,"""MH Bag 3 May 21, 2026""",,Outside,1,,67.0%,,,,,,6 / 7.8 / 10,22 / 25.9 / 30,,,,,,,,High,,,No hopper correction,Review manually,,,Outside,18.0,,,,,,,,
2026-05-21 4:00am,3,,2.20,,8.1,16.3,18.3,18.0,0.6,2.0,0.3,-18.3,,,Under → Top-Up,2.0,-2,94,6,28,28,34.9,1.94,checked,9.00,9.00,0.00,9.00,checked,,checked,,,Dialed In,"Chocolate Forward,Balanced",Good,Guest Worthy,Balanced Comfort,0,1,"Post-refill Hopper Phase 3 shot displaying highly refined and balanced extraction behavior with excellent drinkability and very clean finish. Initial presentation suggested slightly restrained saturation just above hollow territory, but cooling substantially improved integration and overall coherence. Light acidity remained clean, pleasant, and non-intrusive throughout. Body settled into a highly comfortable range between muted restraint and excessive saturation, producing a sustainable daily-driver style espresso with near-reference-shot quality. Lacked only a slight additional layer of emotional intensity/oomph to fully reach peak expressive reference territory while remaining exceptionally easy and enjoyable to drink.",9.00,This is the shot I would serve to guests,2026-05-10,Phase 3,100.00%,3.83%,75–100%,75–100%,"""MH Bag 3 May 21, 2026""",Center,Center,3,3,100.0%,79%,Match,0,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,2,2,Adjust — Grind coarser,88.7%,Great,Target,Watch,High,,0,No hopper correction,Grind coarser,,,Outside,18.0,-1.7,0.0,Severe Drop,75–100% → Drop,Severe,1.7,Consider 0.3 sec top-up,0.3
2026-05-21 12:00pm,3,,2.20,,8.1,16.9,34.1,18.0,8.1,17.2,16.1,-34.1,,,Under → Top-Up,17.2,-1,94,10,34,28,33.5,1.86,checked,8.50,8.50,0.00,8.50,checked,,,,,Good,"Chocolate Forward,Integrated",Good,,,0,1,"Accidental second 8.1-second grind due to grinder mode error while grinding into dosing cup. Despite workflow error, final extraction structure remained highly stable with balanced and refined cup quality. Presented as a highly drinkable comfort-style espresso with clean-clearing acidity and strong integration. Slightly below full reference intensity/oomph but remained very enjoyable and sustainable to drink.",8.50,,2026-05-10,Phase 3,93.90%,3.83%,75–100%,75–100%,"""MH Bag 3 May 21, 2026""",Center,Center,3,3,100.0%,79%,Match,6,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,2,2,Adjust — Grind coarser,86.2%,Great,Target,Watch,High,,0,No hopper correction,Grind coarser,,,Sweet Zone,18.0,-1.1,0.0,Severe Drop,75–100% → Drop,Severe,1.1,Consider 0.3 sec top-up,0.9
2026-05-22 4:30am,3,,2.20,,8.1,17.1,18.3,18.0,0.4,1.2,0.3,-18.3,,,Under → Top-Up,1.2,-1,94,9,34,28,33.8,1.88,checked,9.50,9.50,0.00,9.50,checked,,checked,,,Dialed In,"Balanced,Chocolate Forward",Good,Daily Driver,Refined Dynamic,1,1,"Post-refill Hopper Phase 3 shot displaying highly refined and balanced extraction behavior with excellent drinkability and clean finish. Presented with controlled liveliness and comfortable saturation level while remaining expressive enough to approach true reference-shot territory. Cooling improved integration significantly, producing a polished and sustainable daily-driver style espresso with excellent clarity and low fatigue.",9.50,,2026-05-10,Phase 3,82.53%,3.83%,75–100%,75–100%,"""MH Bag 3 May 21, 2026""",Center,Center,3,3,100.0%,79%,Match,6,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,2,2,Adjust — Grind coarser,91.2%,Great,Target,Watch,High,,0,No hopper correction,Grind coarser,,,Sweet Zone,18.0,-0.9,0.0,Moderate Drop,75–100% → Drop,Moderate,0.9,Consider 0.3 sec top-up,1.1
2026-05-23 5:30am,3,,2.20,,8.1,18.0,18.0,18.0,,,,-18.0,,,None,,0,94,10,36,28,34.5,1.92,checked,9.25,9.00,0.25,9.10,checked,,checked,,,Dialed In,"Balanced,Dynamic",Good,Guest Worthy,Refined Dynamic,0,1,"Highly refined and dynamically balanced espresso displaying excellent structural integration and polished drinkability. Chocolate-forward foundation supported by clean, controlled liveliness and very comfortable body saturation. Presented as a highly coherent comfort-reference style shot with no sourness or bitterness, clearing exceptionally cleanly throughout cooling. Maintained expressive character without pushing into excessive intensity, landing near the center of the preferred taste zone with strong long-term drinkability and guest-worthy balance. Cooling further improved refinement and overall composure, reinforcing this shot as a sustainable high-end reference example for the current bag and Hopper Phase 3 behavior.",9.25,,2026-05-10,Phase 3,76.43%,3.83%,75–100%,75–100%,"""MH Bag 3 May 21, 2026""",Center,Center,3,3,100.0%,79%,Match,8,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,2,2,Adjust — Grind coarser,90.0%,Great,Target,Watch,High,,0,No hopper correction,Grind coarser,,,Sweet Zone,18.0,0.0,0.0,,,,0.0,,2.0
2026-05-23 4:30pm,3,,2.20,,8.1,17.3,18.5,18.0,0.4,1.2,0.5,-18.5,,,Under → Top-Up,1.2,-1,94,9,31,25,33.3,1.85,checked,5.00,3.00,2.00,3.80,checked,,,,,Good,"Slightly Under-Finished,Chocolate Forward",Good,,,0,1,"Final Interpretation — Under-Finished / Sour-Dominant Cooling Collapse

Initially strong, chocolate-forward, and highly saturated with elevated tannic grip. Cooling exposed persistent sourness and incomplete sweetness integration as body receded. Likely finished slightly early relative to slower 9-second first-pour behavior and concentrated 33.3 g yield. Structurally coherent but ultimately outside preferred balance zone.",5.00,,2026-05-10,Phase 3,70.43%,3.83%,50–75%,50–75%,"""MH Bag 3 May 21, 2026""",Outside,Outside,1,1,100.0%,91%,Match,6,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,-1,-1,Stable,72.3%,Edge,,Drifting,Mid-High,Check Other Factors,0,No hopper correction,No change,,,Outside,18.0,-0.7,0.0,Moderate Drop,50–75% → Drop,Moderate,0.7,Consider 0.3 sec top-up,1.3
2026-05-24 5:00am,3,,2.20,,8.1,17.2,18.3,18.0,0.4,1.1,0.3,-18.3,,,Under → Top-Up,1.1,-1,94,10,33,27,34.9,1.94,checked,9.50,9.50,0.00,9.50,checked,,checked,,,Dialed In,"Chocolate Forward,Integrated",Good,Daily Driver,Chocolate Leaning,1,1,"Slower 10-second first-pour shot successfully compensated with extended finish timing and higher 34.9 g yield, producing a highly integrated and chocolate-rich daily-driver espresso. Strong body and saturation remained balanced by clean-clearing acidity and excellent structural cohesion. Maintained refinement and drinkability throughout cooling without collapsing into sourness or excessive tannic heaviness. Excellent example of successful live flow-aware yield compensation within the developing coffee forecasting model.",9.50,,2026-05-10,Phase 3,64.27%,3.83%,50–75%,50–75%,"""MH Bag 3 May 21, 2026""",Center,Center,3,3,100.0%,89%,Match,6,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,1,1,Watch,94.2%,Elite,Target,Stable,Mid-High,,0,No hopper correction,Review manually,,,Outside,18.0,-0.8,0.0,Moderate Drop,50–75% → Drop,Moderate,0.8,Consider 0.3 sec top-up,1.2
2026-05-25 4:30am,3,,2.20,,8.1,17.0,18.4,18.0,0.4,1.4,0.4,-18.4,,,Under → Top-Up,1.4,-1,94,6,31,30,35.6,1.98,checked,10.00,10.00,0.00,10.00,checked,,checked,,,Dialed In,"Dynamic,Integrated",Good,Dynamic Complexity,Refined Dynamic,0,1,"Early 6-second opening combined with extended 35.6 g finish produced a structurally complete and exceptionally refined espresso with outstanding integration and sustained cooling evolution. Light dark chocolate character developed into elegant 50–60% cocoa-style tannin structure supported by clean, integrated acidity that enhanced rather than distracted from the cup. Acidity evolved into refined chocolate tension during cooling, maintaining liveliness and preventing saturation fatigue while deepening overall complexity and drinkability. Shot became progressively more complete and emotionally engaging as it cooled, ultimately revealing itself as a true reference-level Refined Dynamic espresso and one of the strongest shots of the bag so far.",10.00,,2026-05-10,Phase 3,58.17%,3.83%,50–75%,50–75%,"""MH Bag 3 May 21, 2026""",Center,Center,3,3,100.0%,59%,Match,1,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,4,4,Adjust — Grind coarser,87.7%,Great,Target,Drifting,Mid-High,Check Other Factors,2,No hopper correction,Grind coarser,,,Outside,18.0,-1.0,0.0,Severe Drop,50–75% → Drop,Severe,1.0,Consider 0.3 sec top-up,1.0
2026-05-25 12:00pm,3,,2.20,,8.1,17.1,18.3,18.0,0.4,1.2,0.3,-18.3,,,Under → Top-Up,1.2,-1,94,6,29,27,35.4,1.97,checked,7.00,6.00,1.00,6.40,checked,,,,,Good,"Fully-Extracted,Over-Saturated",Good,,,0,1,"Early 6-second opening and extended 35.4 g finish produced a structurally complete and refined espresso with integrated chocolate and clean acidity. Light dark chocolate character remained balanced and dynamic with elegant cocoa-style tension during cooling. Shot maintained excellent structural integrity and refinement throughout, but overall saturation and intensity landed slightly above the ideal personal preference zone compared to the earlier 10/10 reference shot. Stronger presentation appeared preference-related rather than under-finished or imbalanced.",7.00,,2026-05-10,Phase 3,52.03%,3.83%,50–75%,50–75%,"""MH Bag 3 May 21, 2026""",Edge,Center,3,2,67.0%,89%,Mismatch,2,Slow,Normal,6 / 7.8 / 10,22 / 25.9 / 30,1,1,Watch,75.1%,Good,,Watch,Mid-High,,1,No hopper correction,Review manually,,,Outside,18.0,-0.9,0.0,Moderate Drop,50–75% → Drop,Moderate,0.9,Consider 0.3 sec top-up,1.1
